Havainnon luotettavuus	Aineiston laatu	Taksonominen järjestys	Laji	Määrä	Aika	Maa	Eliömaakunta	Sijainti	Aineisto	Havaintoerän tunniste	Havainnoija(t)/Kerääjä(t)	Tieteellinen nimi	ETRS-TM35FIN N	ETRS-TM35FIN E	ETRS-TM35FIN N-min	ETRS-TM35FIN N-max	ETRS-TM35FIN E-min	ETRS-TM35FIN E-max	WGS84 WKT
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-20	Suomi	Varsinais-Suomi (V)	Kiparluodontie 443	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1330013	Seppo Kallio, Sirpa Kallio, Ulla Kulmala	Corvus corax	6738655	188163	6738629	6738681	188126	188200	POLYGON((21.290714 60.661311,21.289441 60.661554,21.289501 60.661835,21.290293 60.661716,21.290677 60.661517,21.290714 60.661311))
COMMUNITY_VERIFIED	AMATEUR	54126	korppi — Corvus corax		2021-11-19	Suomi	Pohjois-Häme (PH)	43170 Saarijärvi, Suomi	Lajitietokeskus/FinBIF - iNaturalist Suomi Finland	http://tun.fi/HR.3211/101458859	Antti Latikka	Corvus corax	6963844	431836	6963843	6963844	431835	431836	POINT(25.6634 62.79847)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	3	2021-11-19 [8:30-12:00]	Suomi	Etelä-Savo (ES)	Kangasniemi, Kutemajärvi, 4096 (688:348)	Talvilintulaskenta	http://tun.fi/JX.1329917	Heli Kuurne	Corvus corax	6887757	489317	6885931	6889583	488383	490251	GEOMETRYCOLLECTION(POINT(26.77744 62.135051), LINESTRING(26.796575 62.107783,26.79651 62.108002,26.796224 62.108196,26.795967 62.108221,26.795359 62.107506,26.795145 62.107395,26.794406 62.107274,26.793508 62.107238,26.792603 62.107249,26.792248 62.107227,26.792028 62.107001,26.791717 62.106872,26.79111 62.106697,26.79069 62.106596,26.79018 62.106528,26.78999 62.106507,26.789251 62.106333,26.78867 62.106137,26.788099 62.105895,26.787569 62.105675,26.787064 62.105643,26.786676 62.10557,26.786411 62.10548,26.786064 62.105452,26.785795 62.105446,26.785314 62.105375,26.784682 62.105397,26.7845 62.105401,26.783805 62.105331,26.78358 62.105304,26.783588 62.105378,26.783626 62.105561,26.783498 62.105765,26.783212 62.10589,26.783042 62.106007,26.78256 62.106579,26.782095 62.107197,26.781769 62.107538,26.781443 62.107817,26.780996 62.108191,26.780718 62.108365,26.780472 62.108494,26.780404 62.108612,26.780544 62.108875,26.780559 62.109058,26.780418 62.109412,26.780306 62.109545,26.780095 62.109744,26.779998 62.109869,26.779913 62.1102,26.779975 62.110393,26.780084 62.110532,26.780376 62.110653,26.780625 62.11069,26.780917 62.110688,26.781218 62.110699,26.781497 62.110767,26.781792 62.110984,26.782001 62.111266,26.782188 62.111659,26.782392 62.111884,26.782632 62.112008,26.782853 62.112122,26.783054 62.112185,26.783531 62.112313,26.784212 62.112513,26.784517 62.112628,26.784781 62.112734,26.785142 62.112992,26.78541 62.113144,26.78566 62.11326,26.786106 62.113412,26.786417 62.113535,26.786816 62.113646,26.787205 62.113801,26.787529 62.113884,26.787876 62.113993,26.788298 62.114059,26.788499 62.114095,26.788997 62.114192,26.78949 62.114323,26.790093 62.114457,26.790551 62.114553,26.790926 62.114628,26.791407 62.114752,26.791648 62.114815,26.792156 62.114982,26.792654 62.115079,26.79325 62.115212,26.793685 62.115334,26.793958 62.115429,26.794276 62.11557,26.794619 62.115757,26.795001 62.115967,26.795281 62.116119,26.795643 62.116262,26.795868 62.116335,26.796272 62.116401,26.796502 62.116438,26.796937 62.116549,26.797253 62.11662,26.797993 62.116779,26.798366 62.116862,26.798848 62.116939,26.799262 62.117033,26.799598 62.117096,26.800136 62.117168,26.80079 62.117257,26.801156 62.117389,26.801349 62.117528,26.801936 62.118135,26.802529 62.118742,26.802701 62.118966,26.803104 62.118489,26.803167 62.118746,26.802714 62.119021,26.802669 62.119186,26.802512 62.119642,26.802372 62.119893,26.802271 62.120009,26.802076 62.120155,26.80146 62.120065,26.801243 62.120068,26.8011 62.120216,26.801146 62.120427,26.801346 62.120664,26.801119 62.12092,26.800942 62.121284,26.800937 62.121501,26.801118 62.121683,26.801334 62.121889,26.80161 62.122035,26.802029 62.122149,26.802498 62.122215,26.802901 62.122288,26.803179 62.122394,26.803541 62.12262,26.80371 62.122801,26.803976 62.123264,26.804134 62.12379,26.804201 62.123923,26.804375 62.124082,26.804861 62.124321,26.805279 62.124378,26.805654 62.124471,26.806108 62.124557,26.8065 62.124574,26.806843 62.124567,26.807077 62.124517,26.807702 62.124421,26.808261 62.124437,26.809103 62.124469,26.809383 62.124452,26.80989 62.124367,26.810184 62.124361,26.810481 62.124393,26.810947 62.124478,26.811207 62.124574,26.811502 62.124722,26.811661 62.124754,26.81191 62.124758,26.812172 62.124764,26.812418 62.124755,26.813023 62.124686,26.812857 62.1245,26.812859 62.124146,26.812729 62.124046,26.812891 62.124184,26.812897 62.12444,26.812967 62.124684,26.812504 62.124735,26.812231 62.12475,26.811822 62.124759,26.811561 62.124736,26.811299 62.1246,26.811098 62.124523,26.810877 62.124453,26.81032 62.124362,26.810024 62.124357,26.809556 62.124414,26.80911 62.124481,26.808623 62.124428,26.807872 62.124427,26.807667 62.124433,26.806974 62.124535,26.806734 62.124586,26.806662 62.124589,26.806401 62.12458,26.806062 62.124569,26.805508 62.12443,26.805108 62.124348,26.804847 62.124349,26.804633 62.124568,26.804438 62.124653,26.804121 62.124754,26.803642 62.124847,26.803171 62.124994,26.802985 62.12509,26.80273 62.125285,26.802468 62.125548,26.801776 62.126064,26.801133 62.126532,26.800799 62.126844,26.800711 62.126964,26.800505 62.127114,26.799828 62.127467,26.799543 62.127652,26.799348 62.127824,26.79922 62.127929,26.798921 62.128455,26.79888 62.128622,26.798835 62.128921,26.798893 62.129041,26.799122 62.129241,26.799397 62.129416,26.799735 62.129832,26.799879 62.130077,26.799786 62.130299,26.799599 62.130508,26.799473 62.130686,26.799275 62.130797,26.798921 62.130958,26.798459 62.130984,26.798126 62.131017,26.797806 62.131086,26.797373 62.131266,26.796965 62.131487,26.796723 62.131623,26.796493 62.131737,26.79606 62.131921,26.795365 62.132125,26.795015 62.132239,26.794657 62.132387,26.794191 62.132655,26.793929 62.13276,26.793283 62.132988,26.792802 62.133208,26.792702 62.133331,26.792578 62.133539,26.792526 62.133687,26.792367 62.133821,26.792073 62.133965,26.791797 62.134082,26.791353 62.134287,26.790633 62.134575,26.790064 62.134809,26.789414 62.135096,26.788908 62.135339,26.788545 62.135505,26.788208 62.135663,26.788017 62.135766,26.787581 62.135921,26.78721 62.136078,26.786857 62.136246,26.786512 62.136431,26.786194 62.136615,26.785521 62.136961,26.785258 62.137112,26.784872 62.137289,26.784175 62.137692,26.78392 62.137813,26.783487 62.137997,26.783258 62.13809,26.783024 62.13814,26.782542 62.137891,26.782183 62.137695,26.781792 62.137453,26.781034 62.137029,26.780278 62.136601,26.780034 62.136491,26.779589 62.136757,26.778614 62.136999,26.779258 62.136736,26.779735 62.136645,26.779998 62.13644,26.779382 62.136094,26.778509 62.135649,26.777615 62.135215,26.777437 62.135086,26.777831 62.135247,26.778295 62.135209,26.779087 62.134974,26.779854 62.134764), POINT(26.812789 62.12407), POINT(26.798874 62.128822))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-19 [8:46-10:20]	Suomi	Pohjois-Häme (PH)	Jukojärvi	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329905	Tarmo Myntti, Kari Myntti	Corvus corax	6909045	386267	6908280	6909810	385533	387001	LINESTRING(24.793733 62.302485,24.79405 62.302306,24.794103 62.301996,24.795586 62.301242,24.795724 62.300197,24.795914 62.299253,24.79563 62.298159,24.795112 62.296935,24.795509 62.296489,24.795084 62.296072,24.794772 62.29577,24.794524 62.295427,24.79397 62.295107,24.794573 62.294749,24.794562 62.294494,24.794108 62.294048,24.793356 62.293952,24.79427 62.29391,24.794992 62.293596,24.796024 62.293188,24.796418 62.292784,24.796194 62.292526,24.796601 62.292363,24.798914 62.291876,24.798621 62.29173,24.797799 62.291349,24.796837 62.290797,24.796566 62.290354,24.796466 62.290055,24.797034 62.289767,24.79768 62.28965,24.798433 62.289733,24.798918 62.289741,24.800003 62.289447,24.802313 62.288578,24.802945 62.288659,24.80354 62.288824,24.804482 62.288825,24.805286 62.288625,24.805982 62.28865,24.806769 62.288691,24.807308 62.288799,24.807747 62.289018,24.809407 62.289581,24.810048 62.289945,24.810731 62.290578,24.811521 62.291411,24.811728 62.292319,24.812999 62.291971,24.814301 62.291186,24.815268 62.290833,24.816091 62.290379,24.816969 62.290407,24.817034 62.292035,24.815989 62.292202,24.815816 62.292496,24.815611 62.292804,24.815597 62.293002,24.815724 62.293343,24.816565 62.29347,24.817405 62.29361,24.818178 62.293849,24.818802 62.294028,24.81994 62.294682,24.820396 62.295086,24.820579 62.295498,24.820639 62.295924,24.82053 62.296177,24.819392 62.296371,24.81886 62.296589,24.818541 62.296796,24.817283 62.297398,24.8161 62.29779,24.815236 62.297974,24.814434 62.298556,24.813608 62.298642,24.811959 62.298347,24.809668 62.298523,24.808961 62.298639,24.808129 62.298796,24.8069 62.299398,24.806033 62.300049,24.805275 62.300858,24.805035 62.301236,24.804458 62.301227,24.803908 62.301274,24.803345 62.301492,24.802266 62.301715,24.798393 62.302743,24.797943 62.302665,24.797385 62.302402,24.796282 62.302115,24.79578 62.301924,24.795591 62.301595,24.795481 62.301438)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-11-18	Suomi	Varsinais-Suomi (V)	Fregattikatu 3	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329854	Seppo Kallio	Corvus corax	6708699	235920	6708684	6708714	235895	235944	POLYGON((22.200130034343 60.427788538692,22.200181689478 60.427808393327,22.200102072157 60.4280393864,22.200941728419 60.428083189233,22.200702613491 60.427854183096,22.200130034343 60.427788538692))
COMMUNITY_VERIFIED	AMATEUR	54126	korppi — Corvus corax		2021-11-17	Suomi	Etelä-Häme (EH)	14330 Hämeenlinna, Suomi	Lajitietokeskus/FinBIF - iNaturalist Suomi Finland	http://tun.fi/HR.3211/101318860	Sanna Järviö	Corvus corax	6747115	359465	6747114	6747115	359464	359465	POINT(24.41459 60.83442)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-16 [9:08-11:41]	Suomi	Perä-Pohjanmaa (PeP)	Simo, Simonkylä, 1060 (728:341)	Talvilintulaskenta	http://tun.fi/JX.1329490	Jouko Kärkkäinen, Allan Hamari	Corvus corax	7281373	409520	7279957	7282788	408530	410510	LINESTRING(25.053168 65.628588,25.054306 65.629626,25.053984 65.63103,25.052601 65.632089,25.050583 65.632934,25.047885 65.633285,25.045534 65.63364,25.044156 65.633479,25.045647 65.635024,25.044343 65.635904,25.04474 65.636394,25.046344 65.637311,25.046462 65.637762,25.048438 65.638352,25.04682 65.64052,25.046931 65.64193,25.047268 65.642356,25.046988 65.643187,25.047185 65.644329,25.048147 65.645122,25.047697 65.645323,25.044745 65.644989,25.042839 65.645198,25.042169 65.645431,25.041868 65.64654,25.03931 65.64674,25.040963 65.64817,25.043887 65.649733,25.045009 65.650142,25.045489 65.650686,25.046439 65.651354,25.046123 65.651798,25.045024 65.651963,25.044466 65.652441,25.045209 65.653258,25.045091 65.653947,25.043526 65.654528,25.035743 65.650803,25.023222 65.647672,25.020748 65.646769,25.017571 65.645687,25.016212 65.645275,25.016589 65.64432,25.014981 65.643464,25.014865 65.642144,25.014352 65.641177,25.013462 65.6406,25.013225 65.639727,25.014187 65.63851,25.014765 65.637773,25.016187 65.637065,25.017446 65.635951,25.019129 65.635524,25.020272 65.634785,25.021594 65.634533,25.024672 65.634331,25.026409 65.634354,25.028097 65.634142,25.030067 65.633952,25.031727 65.63383,25.034561 65.633984,25.037149 65.634223,25.044156 65.633479)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-11-16 [8:30-15:20]	Suomi	Uusimaa (U)	Helsinki, Pitäjänmäki-Maunun, 3858 (668:338)	Talvilintulaskenta	http://tun.fi/JX.1329474	Jari Laitasalo	Corvus corax	6679269	382810	6677148	6681390	380889	384730	GEOMETRYCOLLECTION(LINESTRING(24.8703 60.21786,24.869894 60.218554,24.869117 60.218847,24.868279 60.219534,24.868112 60.219872,24.867511 60.220239,24.866159 60.220487,24.865984 60.220412,24.865123 60.220327,24.864879 60.220197,24.864815 60.22007,24.864169 60.220006,24.863972 60.219716,24.863419 60.21933,24.863283 60.219202,24.86355 60.218991,24.864136 60.218856,24.864406 60.218591,24.864424 60.218304,24.864222 60.218086,24.863973 60.218028,24.863666 60.217753,24.863537 60.217518,24.86347 60.217445,24.863096 60.21708,24.863029 60.217007,24.863072 60.2169,24.863587 60.216747,24.863734 60.216713,24.862992 60.215911,24.862525 60.215329,24.861863 60.214959,24.861238 60.21459,24.860511 60.214111,24.859781 60.213677,24.859487 60.213762,24.859215 60.214063,24.857183 60.215341,24.85634 60.216082,24.855189 60.216027,24.85464 60.216144,24.85406 60.216189,24.853801 60.216274,24.853042 60.216298,24.852563 60.216452,24.851816 60.217391,24.851732 60.21757,24.850799 60.218039,24.851041 60.218744,24.850401 60.219703,24.850503 60.220351,24.850678 60.220426,24.851257 60.220417,24.852499 60.220186,24.852787 60.22019,24.853533 60.220382,24.855454 60.219713,24.855921 60.219738,24.856686 60.220182,24.856894 60.220311,24.857251 60.22037,24.857545 60.220303,24.85787 60.220291,24.857993 60.220616,24.857826 60.220972,24.857484 60.221236,24.856912 60.221694,24.856723 60.221834,24.85657 60.221958,24.856975 60.222395,24.858079 60.22428,24.858335 60.224231,24.858473 60.224323,24.858872 60.224293,24.859079 60.22444,24.861407 60.224173,24.861425 60.223903,24.862844 60.223729,24.862977 60.22391,24.863982 60.224555), LINESTRING(24.863982 60.224555,24.863515 60.225625,24.863029 60.226425,24.862977 60.226676,24.863866 60.227444,24.864355 60.227973,24.86548 60.22844,24.865787 60.228714,24.866279 60.230033,24.867027 60.230189,24.869405 60.230263,24.87036 60.230566,24.871024 60.230908,24.869711 60.23166,24.869437 60.231996,24.86915 60.232512,24.868621 60.232881,24.868073 60.233537,24.86746 60.234083,24.86722 60.234439,24.867077 60.234975,24.867755 60.236764,24.867622 60.236582,24.866585 60.237257), LINESTRING(24.866585 60.237257,24.866345 60.23789,24.866331 60.238106,24.865138 60.239236,24.865215 60.239722,24.86604 60.240364,24.867092 60.241404,24.867924 60.241938,24.86866 60.242291,24.870365 60.243288,24.87248 60.244651,24.874327 60.245686,24.873731 60.245964,24.874569 60.246408,24.871541 60.247976,24.871753 60.248051,24.872508 60.248117,24.873006 60.248233,24.873334 60.249298,24.874811 60.249914,24.875689 60.250583), LINESTRING(24.875689 60.250583,24.876126 60.251093,24.87724 60.250626,24.877715 60.250544,24.879094 60.251015,24.87976 60.251331,24.881252 60.251714,24.88187 60.252783,24.885732 60.252845,24.887068 60.252848,24.88818 60.252695,24.888496 60.252,24.888605 60.251427,24.88918 60.250915,24.890007 60.250408,24.891648 60.251296,24.892407 60.251864,24.893633 60.251902,24.893952 60.251997,24.894592 60.251585,24.895432 60.251454,24.897156 60.251051,24.897861 60.250757,24.898389 60.250406,24.898767 60.250143,24.89826 60.249596,24.899514 60.249203,24.899814 60.249028,24.900356 60.247905,24.901347 60.245407,24.903193 60.244772,24.904024 60.244767,24.905336 60.24459,24.90637 60.244804,24.906687 60.244935,24.907143 60.244583,24.907176 60.244062), LINESTRING(24.907176 60.244062,24.906998 60.243449,24.906943 60.243179,24.906954 60.243017,24.907436 60.24281,24.907448 60.24263,24.908692 60.242381,24.908378 60.242196,24.908315 60.242051,24.908436 60.241856,24.908638 60.241518,24.908694 60.241213,24.908957 60.241056,24.909543 60.240921,24.909963 60.240569,24.910772 60.239774,24.910753 60.239504,24.910731 60.239288,24.91038 60.239121,24.90937 60.238548,24.9101 60.23786,24.910374 60.237523,24.910532 60.23731,24.911127 60.237032,24.911258 60.236675,24.911387 60.236354,24.911458 60.235816,24.911506 60.235619,24.912938 60.235821,24.913513 60.235292,24.91386 60.234956,24.914016 60.234761,24.914726 60.234952,24.915203 60.234833,24.915889 60.23427,24.916155 60.234058,24.916462 60.233776,24.916222 60.233018,24.916312 60.232732,24.91662 60.232432,24.917108 60.232134,24.917261 60.232002,24.915403 60.231129), LINESTRING(24.915403 60.231129,24.913249 60.230358,24.912964 60.2303,24.912794 60.230136,24.91295 60.229959,24.913254 60.229712,24.914262 60.228633,24.914275 60.228417,24.914004 60.228144,24.913846 60.228078,24.913284 60.227261,24.913071 60.227204,24.912796 60.226984,24.911882 60.226593,24.911437 60.226209,24.911066 60.225808,24.910655 60.22546,24.909995 60.225055,24.909687 60.224781,24.909603 60.224402,24.909731 60.224099,24.90985 60.223921,24.910192 60.223657), LINESTRING(24.870426 60.217862,24.870264 60.217868), LINESTRING(24.910236 60.223639,24.907817 60.223383,24.907913 60.222908,24.907706 60.222735,24.906556 60.222968,24.906077 60.223199,24.903762 60.223468,24.901867 60.222731,24.902764 60.221711,24.902692 60.221349,24.902409 60.220855,24.901842 60.219886,24.901454 60.219547,24.900768 60.219199,24.900068 60.218905,24.898489 60.219738,24.896386 60.219676,24.894815 60.219628,24.894166 60.219808,24.893731 60.219559,24.893042 60.219099,24.892033 60.218605))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-11-16	Suomi	Varsinais-Suomi (V)	Fregattikatu 3	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329459	Seppo Kallio	Corvus corax	6708699	235920	6708684	6708714	235895	235944	POLYGON((22.200130034343 60.427788538692,22.200181689478 60.427808393327,22.200102072157 60.4280393864,22.200941728419 60.428083189233,22.200702613491 60.427854183096,22.200130034343 60.427788538692))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-16 [11:45-12:45]	Suomi	Satakunta (St)	Eurajoki.	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329453	Jaakko Mäki-Jaakkola	Corvus corax	6803141	213074	6803140	6803141	213073	213074	POINT(21.647576 61.256665)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-16	Suomi	Uusimaa (U)	Ruskis	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329430	Peter von Bagh	Corvus corax	6693827	427151	6693826	6693827	427150	427151	POINT(25.678906 60.374288)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	3	2021-11-15 [8:36-12:05]	Suomi	Perä-Pohjanmaa (PeP)	Keminmaa, Sompujärvi-Pahtaoja, 3940 (731:341)	Talvilintulaskenta	http://tun.fi/JX.1329428	Jouko Kärkkäinen, Jouni Saarela	Corvus corax	7311941	414862	7306943	7316939	409864	419860	POLYGON((25.023765 65.870933,25.016842 65.960561,25.236637 65.963238,25.242794 65.8736,25.023765 65.870933))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-15 [9:50-10:50]	Suomi	Satakunta (St)	Rauma. Taipalmaa.	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329361	Jaakko Mäki-Jaakkola	Corvus corax	6796261	203700	6796260	6796261	203699	203700	POINT(21.48445 61.188197)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	2	2021-11-15 [8:31-11:10]	Suomi	Pohjois-Häme (PH)	Viinamäki	Lajitietokeskus/FinBIF - Vihkon yleiset havainnot	http://tun.fi/JX.1329309	Tarmo Myntti, Kari Myntti	Corvus corax	6917458	378134	6916351	6918564	377291	378977	LINESTRING(24.659883 62.364869,24.65596 62.366678,24.653882 62.369347,24.654052 62.369883,24.654959 62.371339,24.65383 62.372188,24.65474 62.374138,24.65198 62.376815,24.648833 62.378459,24.647238 62.378748,24.64495 62.37865,24.643825 62.377822,24.643984 62.376877,24.64427 62.376487,24.643053 62.376289,24.641961 62.376113,24.638764 62.376236,24.638732 62.375012,24.638151 62.373758,24.637403 62.372463,24.636764 62.371939,24.63429 62.370969,24.632949 62.370196,24.63215 62.369551,24.631766 62.369031,24.630986 62.368683,24.62894 62.367681,24.629081 62.366973,24.630107 62.366358,24.631092 62.365191,24.631824 62.363447,24.632402 62.362588,24.634228 62.360981,24.635999 62.360064,24.635953 62.359037,24.636984 62.358344,24.640063 62.360251,24.659925 62.36487)
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	35	2021-11-14 [9:30-15:00]	Suomi	Perä-Pohjanmaa (PeP)	Rovaniemi, Heiskarinniemi, 3570 (740:343)	Talvilintulaskenta	http://tun.fi/JX.1330250	Helga Heiskari (Helga)	Corvus corax	7402534	432670	7401844	7403223	431582	433758	GEOMETRYCOLLECTION(LINESTRING(25.465277 66.728721,25.465369 66.728346,25.465468 66.728203,25.466243 66.728139,25.467586 66.728062,25.468696 66.728091,25.469667 66.728154,25.470893 66.728498,25.472044 66.728958,25.473852 66.729415,25.474952 66.729237,25.475475 66.728847,25.476493 66.728525,25.477738 66.728187,25.478906 66.72801,25.480325 66.727791,25.48161 66.727552,25.483478 66.727409,25.484742 66.72751,25.485396 66.727929,25.485685 66.728399,25.484653 66.728963,25.482689 66.729177,25.48163 66.729436,25.480378 66.729872,25.479266 66.730256,25.479231 66.73083,25.479169 66.731098,25.479604 66.73139,25.480379 66.732061,25.480914 66.732227,25.481653 66.732001,25.482453 66.731543,25.483059 66.731279,25.484155 66.731146,25.485023 66.731047,25.485886 66.731037,25.486574 66.730918,25.487583 66.730731,25.489589 66.730571,25.490554 66.730365,25.491422 66.730265,25.492917 66.730298,25.494495 66.730456,25.493112 66.73082,25.493887 66.730755,25.495596 66.730251,25.496677 66.730369,25.495709 66.730629,25.495456 66.731057,25.494842 66.731446,25.494671 66.732018,25.494499 66.732609,25.49428 66.733235,25.494066 66.733753,25.493911 66.734074,25.492662 66.734457,25.491008 66.7348,25.489799 66.735291,25.488145 66.735616,25.486332 66.735598,25.485215 66.736054,25.485419 66.736415,25.48391 66.736615,25.482629 66.736782,25.483014 66.737163,25.483624 66.737581,25.484601 66.737914,25.485262 66.738243,25.484077 66.738321,25.482636 66.738146,25.481538 66.738297,25.480302 66.738464,25.479214 66.738454,25.479275 66.738939,25.479113 66.73935,25.479042 66.739762,25.478345 66.740042,25.476481 66.740096,25.47499 66.739991,25.473821 66.739819,25.472605 66.739663,25.47178 66.739799,25.470905 66.740006,25.470174 66.740088,25.469393 66.740242,25.468666 66.740253,25.46804 66.740103,25.467688 66.739921,25.467476 66.739685,25.467714 66.739508,25.468213 66.739513,25.468754 66.739572,25.468812 66.739358,25.468454 66.739282,25.467871 66.739169,25.467424 66.739057,25.466255 66.738884,25.465491 66.738769,25.464549 66.738599,25.463782 66.738519,25.462822 66.738636,25.461914 66.738645,25.461232 66.738674,25.460095 66.738717,25.458725 66.738847,25.456998 66.738902,25.45576 66.739105,25.454484 66.739182,25.453843 66.739283,25.452566 66.739378,25.451209 66.739311,25.450029 66.739318,25.448895 66.739306,25.448087 66.739173,25.448252 66.738708,25.448152 66.738133,25.448582 66.737796,25.448648 66.737474,25.448937 66.737208,25.449456 66.73689,25.450426 66.736613,25.451266 66.736244,25.451966 66.735928,25.452529 66.735629,25.453271 66.735385,25.453782 66.735193,25.453386 66.734991,25.452784 66.735183,25.452016 66.735139,25.452027 66.73496,25.452632 66.734715,25.453316 66.734668,25.453991 66.734746,25.454049 66.734549,25.453926 66.734333,25.454855 66.734001), LINESTRING(25.455545 66.733847,25.456013 66.733618,25.456536 66.733228,25.457061 66.732821,25.457445 66.732484,25.457839 66.731985,25.458267 66.731667,25.458704 66.731205,25.459134 66.73085,25.459823 66.730713,25.461001 66.730743,25.461766 66.73084,25.462246 66.730414,25.462721 66.730078,25.463386 66.7296,25.464089 66.72923,25.464875 66.728987))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	5	2021-11-14 [9:00-12:10]	Suomi	Etelä-Häme (EH), Uusimaa (U)	Riihimäki, Herajoki, 889 (673:337)	Talvilintulaskenta	http://tun.fi/JX.1330103	Esko Heiskanen	Corvus corax	6732174	374881	6727176	6737172	369883	379879	POLYGON((24.619351 60.659114,24.612708 60.748783,24.79594 60.75192,24.802075 60.662239,24.619351 60.659114))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	6	2021-11-14 [8:30-11:10]	Suomi	Enontekiön Lappi (EnL)	Enontekiö, Hetta-Ruijantie, 3898 (759:336)	Talvilintulaskenta	http://tun.fi/JX.1329472	Jukka Simula	Corvus corax	7591211	359785	7589394	7593027	358539	361030	GEOMETRYCOLLECTION(LINESTRING(23.57035 68.414166,23.569423 68.414488,23.568405 68.415095,23.568389 68.415203,23.567449 68.415614,23.567249 68.415646,23.566193 68.415535,23.565307 68.415588,23.563603 68.415248,23.562693 68.415463,23.561807 68.415193,23.560379 68.414966,23.559064 68.414957,23.558659 68.414733,23.558595 68.414517,23.558249 68.414222,23.558309 68.413829,23.558053 68.41359,23.558177 68.413413,23.557867 68.413209,23.568513 68.410843,23.570484 68.41038,23.574307 68.409274), LINESTRING(23.574307 68.409274,23.584075 68.406565,23.58571 68.40606,23.587527 68.405325,23.589306 68.404518,23.590657 68.40363,23.59206 68.402401,23.592791 68.401429), LINESTRING(23.592791 68.401429,23.598998 68.39335), LINESTRING(23.598998 68.39335,23.602651 68.388631,23.602951 68.388583,23.604432 68.386818,23.605276 68.386063,23.605772 68.386002,23.610527 68.385793), LINESTRING(23.610527 68.385793,23.61348 68.385584,23.613053 68.383223,23.61312 68.382776,23.612866 68.382519,23.612509 68.382296,23.612234 68.382183,23.612315 68.381969,23.61184 68.381888))
NEUTRAL	HOBBYIST	54126	korppi — Corvus corax	1	2021-11-14 [9:45-13:30]	Suomi	Etelä-Häme (EH)	Jyväskylä, Sarvenperä, 1013 (690:341)	Talvilintulaskenta	http://tun.fi/JX.1329431	Reima Välivaara, Christine Välivaara	Corvus corax	6900560	417963	6899386	6901733	416804	419122	LINESTRING(25.401698 62.228447,25.405206 62.22794,25.407017 62.228248,25.40815 62.228647,25.410032 62.228696,25.412049 62.228387,25.413463 62.228555,25.414695 62.228543,25.416999 62.228982,25.418709 62.229001,25.419947 62.229608,25.421757 62.229942,25.42375 62.229705,25.423619 62.230376,25.424297 62.23103,25.424943 62.231549,25.424782 62.232427,25.425459 62.233081,25.425723 62.23355,25.425222 62.234675,25.424614 62.235647,25.425169 62.236434,25.426713 62.236703,25.427422 62.236765,25.428232 62.237088,25.429111 62.237197,25.430531 62.237652,25.432782 62.238019,25.43591 62.238539,25.43658 62.2386,25.437214 62.23788,25.439477 62.236901,25.440497 62.236526,25.442236 62.236007,25.44254 62.234584,25.442343 62.233917,25.443556 62.232046,25.443171 62.230929,25.442396 62.229915,25.44253 62.22919,25.441784 62.228724,25.441737 62.227404,25.44154 62.226011,25.441703 62.225079,25.439755 62.224079,25.438742 62.223574,25.436878 62.223194,25.435631 62.222767,25.433813 62.222585,25.433816 62.22254,25.432588 62.221746,25.431481 62.220468,25.430614 62.220126,25.430562 62.218914,25.43051 62.218061,25.429737 62.217765,25.428651 62.217573,25.42736 62.217998,25.425871 62.217802,25.42436 62.218018,25.423333 62.218913,25.421813 62.218195,25.420843 62.217619,25.417721 62.217036,25.417039 62.217575,25.414316 62.217796,25.410676 62.217548,25.408916 62.218488,25.406118 62.220134,25.401057 62.222759,25.400452 62.223658,25.400424 62.22417,25.400091 62.225377,25.400514 62.226827,25.401698 62.228447)
